      1 5	l'	org product geoloc person O
      1 1	désert	O
      1 1	Deschamps	person
      1 1	descendus	O
      1 1	descendant	O
      1 1	désavoué	O
      1 1	désastre	O
      1 1	désarmement	O
      1 1	Desailly	person
      1 1	Dervieux	person
      1 1	derrière	O
      1 1	déroulera	O
      1 1	déroulé	O
      1 1	déroule	O
      1 1	déroulent	O
      1 1	déroulée	O
      1 1	derniers	O
      1 1	dernières	O
      1 1	dernièrement	O
      1 1	dérives	O
      1 1	dérisoire	O
      1 1	dérapages	O
      1 1	dérapage	O
      1 1	députés	O
      1 1	député	O
      1 1	députée	O
      1 1	depuis_que	O
      1 1	depuis	O
      1 1	depuis_longtemps	O
      1 1	dépravés	O
      1 1	dépouillement	O
      1 1	dépôt	O
      1 1	déposés	O
      1 1	déposer	O
      1 1	déposé	O
      1 1	déposées	O
      1 1	de_plus	O
      1 1	de_plus_en_plus	O
      1 1	déployés	O
      1 1	déployer	O
      1 1	déployée	O
      1 1	déploiement	O
      1 1	déplacer	O
      1 1	déplace	O
      1 1	déplacement	O
      1 1	déplacées	O
      1 1	dépistage	O
      1 1	dépenses	O
      1 1	dépense	O
      1 1	dépend	O
      1 1	dépendant	O
      1 1	dépendance	O
      1 1	dépasseront	O
      1 1	dépasser	O
      1 1	dépassé	O
      1 1	dépassent	O
      1 1	dépassements	O
      1 1	dépassées	O
      1 1	départs	O
      1 1	départ	O
      1 1	de_part_et_d'autre	O
      1 1	départements	O
      1 1	département	O
      1 1	départementales	O
      1 1	de_par	O
      1 1	dé	O
      1 1	dents	O
      1 1	d'entre	O
      1 1	Denoyan	person
      1 1	de_nouveau	O
      1 1	dénonciation	O
      1 1	dénoncer	O
      1 1	dénoncé	O
      1 1	dénonce	O
      1 1	dénommés	O
      1 1	dénommé	O
      1 1	démunis	O
      1 1	démontrer	O
      1 1	démonstration	O
      1 1	démoli	O
      1 1	démographie	O
      1 1	démocratiques	O
      1 1	démocratie	O
      1 1	démocrates	O
      1 1	démocrate	O
      1 1	demi_tour	O
      1 1	démission	O
      1 1	démilitarisée	O
      1 1	demi_heure	O
      1 1	demi_frère	O
      1 1	demi_finales	O
      1 1	demi_finale	O
      1 1	demeure	O
      1 1	demeurent	O
      1 1	démentis	O
      1 1	démentent	O
      1 1	de_même_que	O
      1 1	d'emblée	O
      1 1	démarrer	O
      1 1	démarches	O
      1 1	démarche	O
      1 1	démantèlement	O
      1 1	demandez	O
      1 1	demandeurs	O
      1 1	demandes	O
      1 1	demander	O
      1 1	demandera	O
      1 1	demandé	O
      1 1	demandent	O
      1 1	demandait	O
      1 1	demain	O
      1 1	Delpire	person
      1 1	Delphine	person
      1 1	del	person
      1 1	Delon	person
      1 1	de_loin	O
      1 1	Deloche	person
      1 1	della	org
      1 1	délits	O
      1 1	délit	O
      1 1	délinquance	O
      1 1	délicate	O
      1 1	délibéré	O
      1 1	délibérément	O
      1 1	délégués	O
      1 1	délégué	O
      1 1	déléguée	O
      1 1	délégations	O
      1 1	de_la_part_d'	O
      1 1	de_la_part_des	O
      1 1	de_la_part_de	O
      1 1	Delanoë	person
      1 1	Delannoy	person
      1 1	délais	O
      1 1	déjeuner	O
      1 1	déjeune	O
      1 1	déjà_vu	O
      1 1	déjà	O
      1 1	degrés	O
      1 1	degré	O
      1 1	dégrader	O
      1 1	dégradation	O
      1 1	dégénéré	O
      1 1	dégâts	O
      1 1	dégager	O
      1 1	dégagé	O
      1 1	dégage	O
      1 1	de_force	O
      1 1	défi	O
      1 1	définitive	O
      1 1	définitivement	O
      1 1	définition	O
      1 1	définir	O
      1 1	défini	O
      1 1	défilés	O
      1 1	défiler	O
      1 1	défilé	O
      1 1	défilent	O
      1 1	déficits	O
      1 1	déficit	O
      1 1	déférés	O
      1 1	défenseurs	O
      1 1	défenseur	O
      1 1	Défense	O
      1 1	défendu	O
      1 1	défendre	O
      1 1	défend	O
      1 1	défendez	O
      1 1	défavorable	O
      1 1	défauts	O
      1 1	de_fait	O
      1 1	défaite	O
      1 1	dedans	O
      1 1	décroché	O
      1 1	décrit	O
      1 1	décrispation	O
      1 1	décrire	O
      1 1	décrété	O
      1 1	décrétée	O
      1 1	découvrir	O
      1 1	découvre	O
      1 1	découverts	O
      1 1	découvert	O
      1 1	découverte	O
      1 1	décor	O
      1 1	décompte	O
      1 1	décombres	O
      1 1	déclenché	O
      1 1	déclarés	O
      1 1	déclarer	O
      1 1	déclaré	O
      1 1	déclare	O
      1 1	déclarations	O
      1 1	décisions	O
      1 1	décision	O
      1 1	décisifs	O
      1 1	décideront	O
      1 1	décider	O
      1 1	décidé	O
      1 1	décide	O
      1 1	décident	O
      1 1	décidément	O
      1 1	décidées	O
      1 1	décibels	O
      1 1	déchu	O
      1 1	Dechraoui	person
      1 1	déchirent	O
      1 1	de_chez	O
      1 1	déchets	O
      1 1	de_ce_type	O
      1 1	décès	O
      1 1	décerné	O
      1 1	de_ce_qu'	O
      1 1	de_ce_que	O
      1 1	déception	O
      1 1	décentralisée	O
      1 1	décennies	O
      1 1	décembre	O
      1 1	décédé	O
      1 1	décédées	O
      1 1	décédée	O
      1 1	décalage	O
      1 1	débuts	O
      1 1	début	O
      1 1	débuter	O
      1 1	débuté	O
      1 1	débute	O
      1 1	débutent	O
      1 1	debout	O
      1 1	débouchés	O
      1 1	débouché	O
      1 1	débordés	O
      1 1	débloquer	O
      1 1	débiteur	O
      1 1	débattre	O
      1 1	débats	O
      1 1	débat	O
      1 1	débarrasser	O
      1 1	DCA	O
      1 1	Dayton	geoloc
      1 1	Daviet	person
      1 1	Davidenkoff	person
      1 1	Davenport	person
      1 1	d'avant	O
      1 1	davantage	O
      1 1	d'autre_part	O
      1 1	d'autant_que	O
      1 1	d'autant_plus_que	O
      1 1	date	O
      1 1	data	O
      1 1	Darraji	person
      1 1	dark	product
      1 1	Dargon	person
      1 1	d'après	O
      1 1	dans_la_mesure_où	O
      1 1	Daniel	person
      1 1	danger	O
      1 1	dangereux	O
      1 1	dangereuses	O
      1 1	dangereuse	O
      1 1	Dam	person
      1 1	dames	O
      1 1	dame	O
      1 1	dalaï	O
      1 1	Dakhla	geoloc
      1 1	Dakar	geoloc
      1 1	d'ailleurs	O
      1 1	Daewoo	org
      1 1	Dae	person
      1 1	d'accord	O
      1 1	d'abord	O
      1 1	Cyril	person
      1 1	cycliste	O
      1 1	cyclisme	O
      1 1	cycle	O
      1 1	CV	O
      1 1	cumulus	O
      1 1	cultures	O
      1 1	culturels	O
      1 1	culturelles	O
      1 1	culturelle	O
      1 1	culte	O
      1 1	cuisse	O
      1 1	cuisinier	O
      1 1	cuisine	O
      1 1	cuir	O
      1 1	Cugny	person
      1 1	Cuba	geoloc
      1 1	cture	O
      1 1	CSA	org
      1 1	cru	O
      1 1	croyons	O
      1 1	croyez	O
      1 1	croyais	O
      1 1	croître	O
      1 1	croit	O
      1 1	croissant	O
      1 1	croissante	O
      1 1	croissance	O
      1 1	crois	O
      1 1	croisière	O
      1 1	croire	O
      1 1	croiraient	O
      1 1	critiques	O
      1 1	critiquer	O
      1 1	critique	O
      1 1	critiquées	O
      1 1	critères	O
      1 1	crise	O
      1 1	criminelle	O
      1 1	crimes	O
      1 1	crime	O
      1 1	crie	O
      1 1	Crépin	person
      1 1	créneau	O
      1 1	créer	O
      1 1	créé	O
      1 1	crée	O
      1 1	créent	O
      1 1	créée	O
      1 1	crédits	O
      1 1	Crédit	org
      1 1	crédit	O
      1 1	crédibilité	O
      1 1	créations	O
      1 1	création	O
      1 1	créateur	O
      1 1	créanciers	O
      1 1	créances	O
      1 1	créance	O
      1 1	Craxi	person
      1 1	craint	O
      1 1	crainte	O
      1 1	craindre	O
      1 1	craignez	O
      1 1	crachin	O
      1 1	Cox	person
      1 1	couvertures	O
      1 1	couverture	O
      1 1	couvert	O
      1 1	coutumes	O
      1 1	coutume	O
      1 1	coût	O
      1 1	coûter	O
      1 1	coûté	O
      1 1	coûte	O
      1 1	coûtent	O
      1 1	Cousseau	person
      1 1	courts	O
      1 1	courte	O
      1 1	cours	O
      1 1	courses	O
      1 1	course	O
      1 1	courriers	O
      1 1	courrier	O
      1 1	courir	O
      1 1	coureurs	O
      1 1	coureur	O
      1 1	courbes	O
      1 1	courants	O
      1 1	courant	O
      1 1	courageux	O
      1 1	courage	O
      1 1	coups	O
      1 1	coup	O
      1 1	couples	O
      1 1	couple	O
      1 1	couper	O
      1 1	Coupe	O
      1 1	coupe	O
      1 1	coupée	O
      1 1	coupables	O
      1 1	couloirs	O
      1 1	couleurs	O
      1 1	couleur	O
      1 1	couler	O
      1 1	coule	O
      1 1	coton	O
      1 1	cotisations	O
      1 1	côtés	O
      1 1	côtes	O
      1 1	Côtes_d'Armor	geoloc
      1 1	côte	O
      1 1	cote	O
      1 1	Côte_d'Azur	geoloc
      1 1	Cosmos	org
      1 1	Corte	geoloc
      1 1	Corsica	org
      1 1	corses	O
      1 1	corse	O
      1 1	corruption	O
      1 1	Corriere	org
      1 1	correspond	O
      1 1	correspondant	O
      1 1	correspondance	O
      1 1	corps	O
      1 1	corporate	O
      1 1	Cornet	person
      1 1	Corinne	person
      1 1	Coria	person
      1 1	coréens	O
      1 1	coréenne	O
      1 1	Cordier	person
      1 1	cordes	O
      1 1	COPS	org
      1 1	coproduite	O
      1 1	coordonne	O
      1 1	coordination	O
      1 1	coopération	O
      1 1	Cooke	person
      1 1	co	O
      1 1	convoyeurs	O
      1 1	convoqué	O
      1 1	convois	O
      1 1	convient	O
      1 1	conviction	O
      1 1	conversation	O
      1 1	convergence	O
      1 1	convenu	O
      1 1	conventions	O
      1 1	convention	O
      1 1	convaincus	O
      1 1	convaincu	O
      1 1	convaincue	O
      1 1	contumace	O
      1 1	controverse	O
      1 1	controversée	O
      1 1	contrôleurs	O
      1 1	contrôles	O
      1 1	contrôler	O
      1 1	contrôlé	O
      1 1	contrôle	O
      1 1	contributions	O
      1 1	contribution	O
      1 1	contribuer	O
      1 1	contribué	O
      1 1	contribue	O
      1 1	contribuables	O
      1 1	contresens	O
      1 1	contrebandiers	O
      1 1	contrat	O
      1 1	contraste	O
      1 1	contraire	O
      1 1	contrairement_à	O
      1 1	contraintes	O
      1 1	contrainte	O
      1 1	contraignant	O
      1 1	contradictoire	O
      1 1	contradictions	O
      1 1	contradiction	O
      1 1	continu	O
      1 1	continuité	O
      1 1	continues	O
      1 1	continuer	O
      1 1	continuera	O
      1 1	continué	O
      1 1	continue	O
      1 1	continuent	O
      1 1	continuait	O
      1 1	contingent	O
      1 1	continents	O
      1 1	continent	O
      1 1	continentale	O
      1 1	contient	O
      1 1	contexte	O
      1 1	contesté	O
      1 1	contestation	O
      1 1	contenu	O
      1 1	contents	O
      1 1	content	O
      1 1	contaminé	O
      1 1	contamination	O
      1 1	contacts	O
      1 1	contact	O
      1 1	contacté	O
      1 1	consultés	O
      1 1	consulter	O
      1 1	consultation	O
      1 1	consultatif	O
      1 1	consulaires	O
      1 1	construit	O
      1 1	construites	O
      1 1	construire	O
      1 1	constructive	O
      1 1	constructions	O
      1 1	constructeurs	O
      1 1	constructeur	O
      1 1	Constitution	org
      1 1	constitutionnelle	O
      1 1	constituer	O
      1 1	constituera	O
      1 1	constitué	O
      1 1	constitue	O
      1 1	constituent	O
      1 1	constituées	O
      1 1	constituait	O
      1 1	constat	O
      1 1	constater	O
      1 1	constaté	O
      1 1	constate	O
      1 1	constant	O
      1 1	constante	O
      1 1	constamment	O
      1 1	consommé	O
      1 1	consommée	O
      1 1	consommation	O
      1 1	consommateur	O
      1 1	consolider	O
      1 1	consolidation	O
      1 1	consiste	O
      1 1	consistait	O
      1 1	considérés	O
      1 1	considérer	O
      1 1	considère	O
      1 1	considéré	O
      1 1	considèrent	O
      1 1	considérablement	O
      1 1	conserver	O
      1 1	conséquent	O
      1 1	conséquences	O
      1 1	conséquence	O
      1 1	consensus	O
      1 1	consensuelle	O
      1 1	conseils	O
      1 1	conseiller	O
      1 1	conseillère	O
      1 1	conseille	O
      1 1	consécutive	O
      1 1	conscients	O
      1 1	conscience	O
      1 1	consacrer	O
      1 1	consacré	O
      1 1	consacre	O
      1 1	consacrée	O
      1 1	conquête	O
      1 1	con	O
      1 1	connu	O
      1 1	connues	O
      1 1	connue	O
      1 1	connotation	O
      1 1	connaître	O
      1 1	connaîtra	O
      1 1	connaît	O
      1 1	connaissent	O
      1 1	connaissances	O
      1 1	connaissance	O
      1 1	connaissait	O
      1 1	connais	O
      1 1	conjoncture	O
      1 1	conjoints	O
      1 1	conjoint	O
      1 1	conjointe	O
      1 1	conjointement	O
      1 1	Congrès	O
      1 1	congolais	O
      1 1	congés	O
      1 1	confusion	O
      1 1	confronté	O
      1 1	confrontation	O
      1 1	confrères	O
      1 1	conforte	O
      1 1	conformes	O
      1 1	conformément	O
      1 1	conformément_à	O
      1 1	conflits	O
      1 1	conflit	O
      1 1	confisqués	O
      1 1	confirmer	O
      1 1	confirmé	O
      1 1	confirme	O
      1 1	confirmation	O
      1 1	confirmant	O
      1 1	confie	O
      1 1	confiant	O
      1 1	confiance	O
      1 1	confiait	O
      1 1	confesser	O
      1 1	conférence	O
      1 1	confédérations	O
      1 1	conduit	O
      1 1	conduite	O
      1 1	conducteur	O
      1 1	Condoleezza	person
      1 1	conditions	O
      1 1	condition	O
      1 1	conditionnelle	O
      1 1	condamnés	O
      1 1	condamné	O
      1 1	condamne	O
      1 1	condamnations	O
      1 1	condamnation	O
      1 1	concurrents	O
      1 1	concurrentiel	O
      1 1	concurrence	O
      1 1	conçue	O
      1 1	concubins	O
      1 1	concubinage	O
      1 1	concrets	O
      1 1	concrétiser	O
      1 1	concrète	O
      1 1	concrètement	O
      1 1	concours	O
      1 1	concorde	O
      1 1	conclus	O
      1 1	conclusions	O
      1 1	conclusion	O
      1 1	conclure	O
      1 1	conclu	O
      1 1	concitoyens	O
      1 1	concessions	O
      1 1	concessionnaires	O
      1 1	concerts	O
      1 1	concert	O
      1 1	concertée	O
      1 1	concertation	O
      1 1	concernés	O
      1 1	concerne	O
      1 1	concernent	O
      1 1	concernées	O
      1 1	concernant	O
      1 1	concept	O
      1 1	concentrés	O
      1 1	concentration	O
      1 1	compte_tenu_de	O
      1 1	comptes	O
      1 1	comptes_chèques	O
      1 1	compter	O
      1 1	compte	O
      1 1	comptent	O
      1 1	comptant	O
      1 1	compromis	O
      1 1	compromettre	O
      1 1	compris	O
      1 1	compressions	O
      1 1	comprennent	O
      1 1	comprends	O
      1 1	comprendre	O
      1 1	comprend	O
      1 1	comprenait	O
      1 1	composition	O
      1 1	compositeur	O
      1 1	composé	O
      1 1	composée	O
      1 1	composantes	O
      1 1	comporter	O
      1 1	comporte	O
      1 1	comportements	O
      1 1	comportement	O
      1 1	complot	O
      1 1	compliqué	O
      1 1	complicité	O
      1 1	complexe	O
      1 1	complète	O
      1 1	complètement	O
      1 1	compétitivité	O
      1 1	compétitions	O
      1 1	compétition	O
      1 1	compétentes	O
      1 1	compétences	O
      1 1	compenser	O
      1 1	compensatoire	O
      1 1	compensations	O
      1 1	compensation	O
      1 1	compatriote	O
      1 1	comparer	O
      1 1	compagnons	O
      1 1	compagnon	O
      1 1	compagnies	O
      1 1	compagnie	O
      1 1	communs	O
      1 1	commun	O
      1 1	communistes	O
      1 1	communiquer	O
      1 1	communiqué	O
      1 1	communiquant	O
      1 1	communication	O
      1 1	commune	O
      1 1	communautés	O
      1 1	Communauté	org
      1 1	communauté	O
      1 1	communautaire	O
      1 1	commissions	O
      1 1	commissaire	O
      1 1	commis	O
      1 1	commises	O
      1 1	commettre	O
      1 1	comme_si	O
      1 1	commerciaux	O
      1 1	commercial	O
      1 1	commercialisation	O
      1 1	commerciales	O
      1 1	commerciale	O
      1 1	comme	O
      1 1	comment	O
      1 1	commenté	O
      1 1	commente	O
      1 1	commentaires	O
      1 1	commentaire	O
      1 1	commenceront	O
      1 1	commencer	O
      1 1	commencera	O
      1 1	commencé	O
      1 1	commence	O
      1 1	commencent	O
      1 1	commençait	O
      1 1	commémoration	O
      1 1	comme_d'habitude	O
      1 1	comme_ça	O
      1 1	commando	O
      1 1	commandés	O
      1 1	commandes	O
      1 1	commande	O
      1 1	commandement	O
      1 1	commandant	O
      1 1	comédies	O
      1 1	comédiens	O
      1 1	combler	O
      1 1	comble	O
      1 1	comblent	O
      1 1	combien	O
      1 1	combien_de	O
      1 1	combattre	O
      1 1	combattants	O
      1 1	combats	O
      1 1	combat	O
      1 1	colonnes	O
      1 1	colonne	O
      1 1	colonisés	O
      1 1	colonisation	O
      1 1	colonel	O
      1 1	Colombo	geoloc
      1 1	Colombie	org
      1 1	col	O
      1 1	colloque	O
      1 1	Collombat	person
      1 1	collier	O
      1 1	collègues	O
      1 1	collègue	O
      1 1	collèges	O
      1 1	collectivités	O
      1 1	collective	O
      1 1	collection	O
      1 1	collectifs	O
      1 1	collecter	O
      1 1	collatéraux	O
      1 1	Collado	person
      1 1	collaborer	O
      1 1	collaboration	O
      1 1	collaborateurs	O
      1 1	colistiers	O
      1 1	colistier	O
      1 1	Colin	person
      1 1	colère	O
      1 1	coin	O
      1 1	cohésion	O
      1 1	cohérente	O
      1 1	cohérence	O
      1 1	cohabiter	O
      1 1	cohabitation	O
      1 1	coexistence	O
      1 1	CODM	org
      1 1	code	O
      1 1	coalition	O
      1 1	ç	O
      1 1	c	O
      1 1	CNRS	org
      1 1	CNPF	org
      1 1	CNDD	org
      1 1	clôturé	O
      1 1	clôture	O
      1 1	clore	O
      1 1	clonage	O
      1 1	clivages	O
      1 1	Clinton	person
      1 1	Clinique	org
      1 1	clinique	O
      1 1	climat	O
      1 1	clients	O
      1 1	client	O
      1 1	clientèle	O
      1 1	Cleveland	geoloc
      1 1	clé	O
      1 1	clauses	O
      1 1	Claude	person
      1 1	classes	O
      1 1	classé	O
      1 1	classe	O
      1 1	classement	O
      1 1	clarté	O
      1 1	Clark	person
      1 1	clarification	O
      1 1	claquer	O
      1 1	clan	O
      1 1	clandestins	O
      1 1	clandestin	O
      1 1	clandestine	O
      1 1	clair	O
      1 1	claires	O
      1 1	clairement	O
      1 1	Claes	person
      1 1	civils	O
      1 1	civilisation	O
      1 1	civiles	O
      1 1	civile	O
      1 1	City	geoloc
      1 1	cités	O
      1 1	citer	O
      1 1	cité	O
      1 1	cite	O
      1 1	citation	O
      1 1	Cissé	person
      1 1	CISL	org
      1 1	Cisjordanie	geoloc
      1 1	Cirillov	person
      1 1	circuler	O
      1 1	circulation	O
      1 1	circuit	O
      1 1	circonstances	O
      1 1	CIO	org
      1 1	ci	O
      1 1	cinquième	O
      1 1	cinquantième	O
      1 1	cinquantenaire	O
      1 1	cinquantaine	O
      1 1	cinéma	O
      1 1	cinéastes	O
      1 1	cinéaste	O
      1 1	Çiller	person
      1 1	ciel	O
      1 1	cibles	O
      1 1	cible	O
      1 1	Chypriotes	O
      1 1	chutes	O
      1 1	chute	O
      1 1	chrono	O
      1 1	chronique	O
      1 1	Christopher	person
      1 1	Christine	person
      1 1	Christiane	person
      1 1	chrétien	O
      1 1	choses	O
      1 1	chose	O
      1 1	choquée	O
      1 1	choquant	O
      1 1	chômeurs	O
      1 1	chômage	O
      1 1	choix	O
      1 1	choisit	O
      1 1	choisisse	O
      1 1	choisir	O
      1 1	choisi	O
      1 1	choc	O
      1 1	ch	O
      1 1	Chlyeh	person
      1 1	chirurgie	O
      1 1	Chirac	person
      1 1	Chinois	O
      1 1	chinois	O
      1 1	chinoises	O
      1 1	chinoise	O
      1 1	chimiques	O
      1 1	chilien	O
      1 1	Chiites	O
      1 1	chiites	O
      1 1	chiffres	O
      1 1	chiffre	O
      1 1	chiens	O
      1 1	chien	O
      1 1	chez	O
      1 1	Chevènement	person
      1 1	cheval	O
      1 1	Chevallier	person
      1 1	Chesnot	person
      1 1	chers	O
      1 1	cher	O
      1 1	chères	O
      1 1	chercheurs	O
      1 1	chercher	O
      1 1	cherché	O
      1 1	cherche	O
      1 1	cherchent	O
      1 1	cherchant	O
      1 1	chèques	O
      1 1	chèque	O
      1 1	Cheney	person
      1 1	chemise	O
      1 1	chemins	O
      1 1	chemin	O
      1 1	chemin_de_fer	O
      1 1	chefs	O
      1 1	chef	O
      1 1	chaussée	O
      1 1	chauffeurs	O
      1 1	chauffeur	O
      1 1	chauffé	O
      1 1	chauffage	O
      1 1	chauds	O
      1 1	chaud	O
      1 1	chasse	O
      1 1	charte	O
      1 1	chars	O
      1 1	Charpin	person
      1 1	char	O
      1 1	Charlot	person
      1 1	Charles_de_Gaulle	geoloc
      1 1	charia	O
      1 1	chargeur	O
      1 1	chargés	O
      1 1	charges	O
      1 1	chargé	O
      1 1	charge	O
      1 1	chargées	O
      1 1	chargée	O
      1 1	Charentes	geoloc
      1 1	chaque	O
      1 1	Chapman	person
      1 1	chapitre	O
      1 1	chaos	O
      1 1	chantiers	O
      1 1	chantier	O
      1 1	chanteuse	O
      1 1	chanteurs	O
      1 1	chanteur	O
      1 1	chanter	O
      1 1	chantant	O
      1 1	chantage	O
      1 1	chansons	O
      1 1	chanson	O
      1 1	changes	O
      1 1	changeront	O
      1 1	changer	O
      1 1	changé	O
      1 1	change	O
      1 1	changements	O
      1 1	changement	O
      1 1	changeant	O
      1 1	chances	O
      1 1	chance	O
      1 1	chancelier	O
      1 1	champ	O
      1 1	champion	O
      1 1	championne	O
      1 1	championnats	O
      1 1	Championnat	O
      1 1	championnat	O
      1 1	champagne	O
      1 1	Champagne	geoloc
      1 1	chambres	O
      1 1	chaleur	O
      1 1	Chaillot	geoloc
      1 1	chagrin	O
      1 1	chacun	O
      1 1	chacune	O
      1 1	Chabab	org
      1 1	CGT	org
      1 1	CFDT	org
      1 1	CFA	O
      1 1	ceux_là	O
      1 1	ceux_ci	O
      1 1	cette	O
      1 1	cette_fois_ci	O
      1 1	cet	O
      1 1	c'est_là_que	O
      1 1	c'est_là	O
      1 1	c'est_à_dire	O
      1 1	cessez_le_feu	O
      1 1	cesser	O
      1 1	cessé	O
      1 1	cesse	O
      1 1	cessent	O
      1 1	ces	O
      1 1	Cesmo	org
      1 1	cerveau	O
      1 1	certitude	O
      1 1	certes	O
      1 1	certains	O
      1 1	certain	O
      1 1	certaines	O
      1 1	certaine	O
      1 1	certainement	O
      1 1	Cergel	person
      1 1	Ceretti	person
      1 1	cérémonies	O
      1 1	cérémonie	O
      1 1	céréales	O
      1 1	cercle	O
      1 1	ce_qu'	O
      1 1	cependant	O
      1 1	cents	O
      1 1	centre_ville	O
      1 1	centres	O
      1 1	centre	O
      1 1	central	O
      1 1	Central	geoloc
      1 1	centrales	O
      1 1	centimètres	O
      1 1	centièmes	O
      1 1	centaines	O
      1 1	centaine	O
      1 1	censure	O
      1 1	censé	O
      1 1	censée	O
      1 1	celui	O
      1 1	celui_là	O
      1 1	celui_ci	O
      1 1	cellules	O
      1 1	cellule	O
      1 1	celles	O
      1 1	celle	O
      1 1	Célia	person
      1 1	célébrité	O
      1 1	célèbres	O
      1 1	célébrer	O
      1 1	célèbre	O
      1 1	célébrations	O
      1 1	célébration	O
      1 1	cela	O
      1 1	cela_dit	O
      1 1	Cédric	person
      1 1	Cedex	geoloc
      1 1	céder	O
      1 1	cède	O
      1 1	CEDEAO	org
      1 1	Cedeao	org
      1 1	ceci	O
      1 1	Cécile	person
      1 1	CD	O
      1 1	CDD	product
      1 1	CCE	O
      1 1	CCDH	O
      1 1	Cayrol	person
      1 1	cavalier	O
      1 1	causes	O
      1 1	cause	O
      1 1	causées	O
      1 1	cauchemar	O
      1 1	catholique	org
      1 1	Catherine	person
      1 1	catégories	O
      1 1	catégorie	O
      1 1	catastrophes	O
      1 1	catastrophe	O
      1 1	Catalogne	geoloc
      1 1	Casterman	org
      1 1	Castella	person
      1 1	Castano	person
      1 1	casser	O
      1 1	cassation	O
      1 1	casque	O
      1 1	cas	O
      1 1	Casino	org
      1 1	casernes	O
      1 1	caserne	O
      1 1	Cartier_Bresson	person
      1 1	cartes	O
      1 1	carte	O
      1 1	cartable	O
      1 1	cars	O
      1 1	carrière	O
      1 1	carrés	O
      1 1	Caroline	person
      1 1	car	O
      1 1	Cardin	person
      1 1	cardiaques	O
      1 1	cardiaque	O
      1 1	caractère	O
      1 1	capturé	O
      1 1	capture	O
      1 1	cap	O
      1 1	capital	O
      1 1	capitales	O
      1 1	capitale	O
      1 1	capitaine	O
      1 1	capacité	O
      1 1	capables	O
      1 1	capable	O
      1 1	caoutchouc	O
      1 1	ça	O
      1 1	cantines	O
      1 1	canons	O
      1 1	canon	O
      1 1	Cannes	geoloc
      1 1	Canet	person
      1 1	candidature	O
      1 1	candidats	O
      1 1	candidat	O
      1 1	candidates	O
      1 1	candidate	O
      1 1	cancer	O
      1 1	canal	O
      1 1	canadien	O
      1 1	Canada	geoloc
      1 1	camps	O
      1 1	camp	O
      1 1	camping	O
      1 1	campagne	O
      1 1	camions	O
      1 1	Camerounais	O
      1 1	camerounais	O
      1 1	caméra	O
      1 1	Cambreling	person
      1 1	Cambrai	geoloc
      1 1	camarades	O
      1 1	calvaire	O
      1 1	calmez	O
      1 1	calmer	O
      1 1	calme	O
      1 1	calculs	O
      1 1	calcul	O
      1 1	çais	O
      1 1	café	O
      1 1	Caen	geoloc
      1 1	cadres	O
      1 1	cadre	O
      1 1	cadets	O
      1 1	cadeaux	O
      1 1	cadeau	O
      1 1	cadavres	O
      1 1	cadavre	O
      1 1	CAC	O
      1 1	cachent	O
      1 1	Cabrera	person
      1 1	cabinet	O
      1 1	Buyoya	person
      1 1	buts	O
      1 1	but	O
      1 1	bus	O
      1 1	Business	org
      1 1	business	O
      1 1	Bush	person
      1 1	Burundais	O
      1 1	burundais	O
      1 1	burundaise	O
      1 1	Burkina_Faso	geoloc
      1 1	Burgat	person
      1 1	bureaux	O
      1 1	bureau	O
      1 1	bulletins	O
      1 1	bulle	O
      1 1	buissons	O
      1 1	buis	O
      1 1	budget	O
      1 1	budgétaires	O
      1 1	budgétaire	O
      1 1	BTS	O
      1 1	bruyants	O
      1 1	brut	O
      1 1	brutale	O
      1 1	brutalement	O
      1 1	Bruno_Gollnisch	person
      1 1	Brunelli	person
      1 1	Brunelle	person
      1 1	brumes	O
      1 1	brûlé	O
      1 1	bruits	O
      1 1	bruit	O
      1 1	Broussais	org
      1 1	brouilleurs	O
      1 1	brouilleur	O
      1 1	brouillards	O
      1 1	brouillard	O
      1 1	brossé	O
      1 1	Brooks	person
      1 1	bronze	O
      1 1	broche	O
      1 1	Britanniques	O
      1 1	britanniques	O
      1 1	briser	O
      1 1	brillera	O
      1 1	brillant	O
      1 1	briguent	O
      1 1	brigadier	O
      1 1	brièveté	O
      1 1	brièvement	O
      1 1	brevets	O
      1 1	brève	O
      1 1	breton	O
      1 1	bretonnes	O
      1 1	bretonne	O
      1 1	Bretagne	geoloc
      1 1	Bresson	person
      1 1	Brésilien	O
      1 1	brésilien	O
      1 1	Brésil	geoloc
      1 1	brent	O
      1 1	Bremer	person
      1 1	bref	O
      1 1	brèches	O
      1 1	bras	O
      1 1	branche	O
      1 1	Boyer	person
      1 1	Bouygues_Télécom	org
      1 1	Bouvet	person
      1 1	bout	O
      1 1	Boute	person
      1 1	Bouteiller	person
      1 1	bouteille	O
      1 1	bousculer	O
      1 1	bourses	O
      1 1	Bourse	O
      1 1	Bour	person
      1 1	Bourgogne	geoloc
      1 1	bourgeonnants	O
      1 1	Bourgade	person
      1 1	boulot	O
      1 1	Boulonnais	geoloc
      1 1	bouleversé	O
      1 1	boulet	O
      1 1	Boulard	person
      1 1	bougé	O
      1 1	bouge	O
      1 1	bouclier	O
      1 1	bouclés	O
      1 1	bouclé	O
      1 1	Bouches_du_Rhône	geoloc
      1 1	bouche	O
      1 1	Botswana	geoloc
      1 1	boss	O
      1 1	bosse	O
